Category,Description
2,"senior associate Retail Salespersons Religious, Grantmaking, Civic, Professional, and Similar Organizations"
2,"account executive senior Sales Representatives, Services, All Other Administrative and Support Services"
1,clinic registered nurse Registered Nurse Administration of Human Resource Programs 
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,senior division manager General and Operations manager Beverage and Tobacco Product Manufacturing
3,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,"associate Retail Salespersons Religious, Grantmaking, Civic, Professional, and Similar Organizations"
1,"sleep technician Health Technologists and Technicians, All Other Administration of Human Resource Programs "
1,respiratory therapist registered respiratory therapist Respiratory Therapists Administration of Human Resource Programs 
3,senior partner Marketing manager Administrative and Support Services
1,vice president Chief Executives Administrative and Support Services
1,pharmacy technician Pharmacy Technicians Administration of Human Resource Programs 
2,"associate Retail Salespersons Religious, Grantmaking, Civic, Professional, and Similar Organizations"
1,emergency room technician ii Emergency Medical Technicians and Paramedics Administration of Human Resource Programs 
1,"quality assurance technician Industrial Engineering Technicians Merchant Wholesalers, Nondurable Goods "
1,telemtry technical Technical Writers Administration of Human Resource Programs 
1,charge nurse Registered Nurse Administrative and Support Services
1,"blowmold operator Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic Merchant Wholesalers, Nondurable Goods "
2,territory manager ii Sales manager Beverage and Tobacco Product Manufacturing
1,"plant services attendant Maintenance and Repair Workers, General Beverage and Tobacco Product Manufacturing"
2,supervisor direct sales First-Line Supervisors of Non-Retail Sales Workers Broadcasting (except Internet)
1,registered nurse wound care Registered Nurse Hospitals
1,surgery registered nurse charge Registered Nurse Administration of Human Resource Programs 
1,"vice president business unit General and Operations manager Professional, Scientific, and Technical Services"
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"team lead First-Line Supervisors of Office and Administrative Support Workers Professional, Scientific, and Technical Services"
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,clinic management Medical and Health Services manager Administration of Human Resource Programs 
2,business development manager Marketing manager Furniture and Related Product Manufacturing
1,respiratory therapist prn Respiratory Therapists Hospitals
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,clinic licensed practical nurse Licensed Practical and Licensed Vocational Nurse Hospitals
1,"blending operator Mixing and Blending Machine Setters, Operators, and Tenders Merchant Wholesalers, Nondurable Goods "
1,"associate creative director Art Directors Professional, Scientific, and Technical Services"
2,"account executive Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products Administrative and Support Services"
1,registered nurse speciality Registered Nurse Hospitals
1,registered nurse Registered Nurse Administration of Human Resource Programs 
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"production manager Industrial Production manager Religious, Grantmaking, Civic, Professional, and Similar Organizations"
1,"designer Graphic Designers Professional, Scientific, and Technical Services"
1,business manager ii General and Operations manager Broadcasting (except Internet)
2,supervisor direct sales First-Line Supervisors of Non-Retail Sales Workers Broadcasting (except Internet)
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,retail sales representative Retail Salespersons Administrative and Support Services
1,hh licensed clinical social worker Mental Health and Substance Abuse Social Workers Hospitals
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"quality assurance technician Industrial Engineering Technicians Merchant Wholesalers, Nondurable Goods "
1,"blowmold operator Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic Merchant Wholesalers, Nondurable Goods "
1,physician Family and General Practitioners Hospitals
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,"account executive Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products Professional, Scientific, and Technical Services"
1,pharmacist staff Pharmacists Administration of Human Resource Programs 
1,nursing supervisor part Registered Nurse Administration of Human Resource Programs 
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,"associate Retail Salespersons Religious, Grantmaking, Civic, Professional, and Similar Organizations"
1,registered nurse surgery Registered Nurse Administration of Human Resource Programs 
1,"tff inventry control associate Quality Control Analysts Merchant Wholesalers, Nondurable Goods "
1,"computer numerical control router operator Computer-Controlled Machine Tool Operators, Metal and Plastic Furniture and Related Product Manufacturing"
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,catheterization lab technical Cardiovascular Technologists and Technicians Administration of Human Resource Programs 
1,surgery registered nurse charge Registered Nurse Hospitals
1,product fill operator Packaging and Filling Machine Operators and Tenders Beverage and Tobacco Product Manufacturing
1,registered nurse surgery Registered Nurse Administration of Human Resource Programs 
1,pharmacy technician Pharmacy Technicians Administration of Human Resource Programs 
1,"yard driver cooler Industrial Truck and Tractor Operators Merchant Wholesalers, Nondurable Goods "
3,manager marketing intelligence Marketing manager Administrative and Support Services
2,"account director Sales manager Professional, Scientific, and Technical Services"
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,territory manager Sales manager Beverage and Tobacco Product Manufacturing
1,"media operations manager General and Operations manager Professional, Scientific, and Technical Services"
2,store lead First-Line Supervisors of Retail Sales Workers Broadcasting (except Internet)
